"idRefaccion","idClasificacion","pieza","modelo","unidad","costo","ultimo_costo","inventario_inicial","inventario_actual","equipo_armado_refacciones","inventario_fisico","faltante","rutaImagen","notas","estado","codigo","nombreCorto"
287,55,"TIRAS DE PRUEBA PH, DUREZA DEL AGUA",TIRA DE PAPEL,"1",,,,,,,,,"Tiras de prueba de Ph tornasol para piscina, papel de prueba de calidad del agua, herramienta de CI/PH/Br/ALK/TC/TH/CYA, 7 en 1, 50/100 piezas",0,,
288,69,"FILTRO RELLENABLE TRANSPARENTE 2.5""*10"" ","607070","1",,,,,,,,,"Cartucho transparente vacío reutilizable, carcasa de filtro de agua de varios medios rellenable, 1x2x10 pulgadas
CARTUCHO RELLENABLE 2.5*9.75"" TRANSPARENTE - 10""",0,"004-015",
289,66,"BOLAS ANTISCALANTES DE POLIFOSFATO, ABLANDADOR O SUAVIZADOR DE AGUA",ANTISCALANTES DE POLIFOSFATO,"1",,,,,,,,,"Bolas antiscalantes de cristal, báscula de agua potable, inhibidor de cristales de polifosfato, 1kg",0,,
290,69,PORTA FILTRO VERTICAL PEQUEÑO PARA BOLAS DE POLIFOSFATO (lavadora),"","1",,,,,,,,,"Filtro de lavadora con brillo de cristal de fósforo de silicio, lavado no amarillo, Escala de inhibición, purificador de agua suave",0,,
291,69,"PORTA FILTRO DE 5"" DE 1/2"" ","","1",,,,,,,,,"Botella de filtro de ósmosis inversa de 5 pulgadas, purificador de agua con rosca de cobre de 1/4 ''~ 3/4'', elemento de matraz, purificador de fuente de agua familiar SIRVE PARA BOLAS DE POLIFOSFATO
",0,,
292,10,FILTRO INHIBIDOR DE ESCALA DE CARBONO SUAVIZADOR.,"","1",,,,,,,,,"Cartucho compuesto de membrana de ultrafiltración de 10 pulgadas, inhibidor de escala de carbono sinterizado de cáscara de coco
https://es.aliexpress.com/item/1005006062791522.html?spm=a2g0o.order_detail.order_detail_item.3.707839d3QY4V6S&gatewayAdapt=glo",0,,
293,10,"FILTRO (T33) 10"" DE CARTUCHO",T33,"1",,,,,,,,,"Purificador de agua de carbón activado T33, filtro trasero de cáscara de coco, filtro de carbón activado para ósmosis inversa, 10 pulgadas
CARTUCHO POSFILTER EN LINEA GAC, 2.5""X10""",0,"004-033",T33-C
294,49,DESCALCIFICADOR ( 316 ) YQ2653 - PASTILLAS,YQ2653,"1",,,,,,,,,"PROVEEDOR SHEN HUI:
https://es.aliexpress.com/item/1005006032637633.html?spm=a2g0o.order_detail.order_detail_item.4.779839d3K1aTuW&gatewayAdapt=glo2esp
PROVEEDOR GREEN LIFE, ES MAS CARO:
https://es.aliexpress.com/item/1005005059836860.html?spm=a2g0o.order",0,"006-006",
295,24,"5V SENSOR DE DETECCION DE LIQUIDO CAPACITIVO PARA MANGUERA Y28A-5V-NO -1/4 - 3/8",Y28A-5V-NO,"1",,,,,,,,,"Sensor de detección de nivel de líquido sin contacto, tubo pequeño de XKC-Y28A (4mm-11mm), con relé 2A incorporado de, sin salida NC",0,"002-010",
296,55,Cinta teflón grado alimenticio,PTFE,"3",,,,,,,,,"Rollo especial para la industria de purificación de agua, cinta de sellado de rosca de PTFE sin aceite, estilo estrecho con cubierta antipolvo, antideslizante, a prueba de fugas, 10 m/rollo",0,,
297,55,ALICATE o PINZA DE MEMBRANA,EXTRACTOR MEMBRANA,"1",,,,,,,,,Alicates de membrana RO de extracción de filtro de agua para reemplazo de membrana de carcasa de membrana aptos para 50 gpd 75gpd 100gpd 125gpd RO membrana,0,,
298,65,FUSIBLE .5A - 5.20mm,.5A - 5.20mm,"1",,,,,,,,,https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.84.4792194df6zU3h&orderId=8176394336915926,0,"002-038",
299,10,"FILTRO DE MALLA DE ALAMBRE DE 20""","20""","1",,,,,,,,,"Cartucho de filtro de malla de alambre de acero inoxidable, prefiltro para prevención de incrustaciones, para purificador de agua, 10/20 pulgadas",0,,
300,63,RELE DE 1 CANAL DE 5V,JQC-3FF-S-Z,"1",,,,,,,,,https://es.aliexpress.com/item/100500 1619462815.html?spm=a2g0o.order_detail.order_detail_item.4.758839d3BX1Iiy&gatewayAdapt=glo2esp,0,"002-037",
301,53,CONVERTIDOR REDUCTOR DE 12V / 24V A 5V 3A,EA15-5V,"1",,,,,,,,,"Regulador de CC para coche, convertidor reductor de 12V/24V a 5V, 3A, 5A, 10A, 15A, 12V/24V a 5V, 3A, 5A, 10A, 15AMP",0,"002-034",
302,10,"CESTA DISTRIBUIDOR INFERIOR DE 3/4"" ","","1",,,,,,,,,"Distribuidor de plástico de suavizantes y filtros de agua, cesta distribuidor superior e inferior de 3/4 ''para tanque de 150 ~ 300mm/6 ~ 12'' de diámetro - SUAVIZADOR",0,,
303,10,ESPUMA DE FILTRACION 20*100,"20*100","3",,,,,,,,,"Espuma de filtración blanca para acuario, filtro bioquímico para pecera, esponja, Espumador, tiempo de uso largo, Premium, doble densidad",0,,
304,10,ESPUMA DE FILTRACION 12*100,"12*100","3",,,,,,,,,https://es.aliexpress.com/item/100500 1830892068.html?spm=a2g0o.order_detail.order_detail_item.4.1d0739d35u9m7A&gatewayAdapt=glo2esp,0,,
305,69,"CARCASA DE FILTRO DE 2.5""*10"" DE 1/4""","607677","1",,,,,,,,,"Carcasa de filtro de 10 "", tratamiento de agua de ósmosis inversa, carcasa de filtro de agua de 10 pulgadas",0,"004-043",
306,70,"TUBO 1/2"" - CPVC ",GENERICO,"3",,,,,,,,,"LAS FACTURAS HAY QUE DESGLOSARLAS A CMS. , YA QUE VIENEN POR METRO",0,,
307,70,"TUBO 3/4"" - CPVC",GENERICO,"3",,,,,,,,,"LAS FACTURAS HAY QUE DESGLOSARLAS A CMS. , YA QUE VIENEN POR METRO",0,,
308,33,CHALUPA UNIVERSAL SOBREPUESTA,"","1",,,,,,,,,SOBREPONER,0,,
309,6,"PIJA PARA LAMINA # 12, 3/4",TPILA12X87,"1",,,,,,,,,"",0,,
310,55,HOJA TAMAÑO CARTA 500 HOJAS,"","1",,,,,,,,,"",0,,
311,46,SOPORTE DIFUSOR ACERO INOX PARA PIEDRA OZONO,TIG-10.5CM,"1",,,,,,,,,"tubo que se manda a hacer con diego Quijano, el hace piezas de acero inoxidable $196.76
SOPORTE DIFUSOR ACERO INOXIDABLE CON ROSCA PARA PIEDRA OZONO",0,,
312,38,SELLO TAPA DEPOSITO PETG,"3D","1",,,,,,,,,RECUPERADOR,0,,
313,4,CONECTOR DE CABLE 1 ENTRADA TIPO PUSH-IN 2 SALIDA POR ENTRADA,LINEAL D1-2TO,"1",,,,,,,,,RAPIDO,0,,
314,4,CONECTOR DE CABLE 1 ENTRADA TIPO PUSH-IN 3 SALIDA POR ENTRADA,LINEAL - D1-3TO,"1",,,,,,,,,RAPIDO,0,"002-031",
315,4,CONECTOR DE CABLE 1 ENTRADA TIPO PUSH-IN 4 SALIDA POR ENTRADA,LINEAL - D1-4TO,"1",,,,,,,,,RAPIDO,0,"002-007",
316,4,CONECTOR DE CABLE 1 ENTRADA TIPO PUSH-IN 5 SALIDA POR ENTRADA,LINEAL - D1-5TO,"1",,,,,,,,,RAPIDO,0,"002-004",
317,55,RONDANA o ARANDELA PLANA 3/16,"","1",,,,,,,,,"",0,,
318,6,PIJA 4*1/2,"","1",,,,,,,,,"",0,,
319,6,PIJA 8*1/2,"","1",,,,,,,,,"",0,,
320,55,RONDANA DE PRESION 3/16,"","1",,,,,,,,,"",0,,
321,55,RONDANA DE PRESION 1/8,"","1",,,,,,,,,"",0,,
322,55,RONDANA o ARANDELA PLANA 5/32,"","1",,,,,,,,,"",0,,
323,23,YEE 2CM 3/8 A CM 1/4,"","1",,,,,,,,,YEE CM 1/4 A 2CM 3/8,0,,
324,71,PORTA LAMPARA UV 24V 1W,"","1",,,,,,,,,CARCASA,0,"",
325,8,"MANGUERA 3/8"" - BLANCO PE","608276","3",,,,,,,,,"",0,"008-005",
326,10,"FILTRO 5 MICRAS (PP) DE 2.5"" X 20""","607858","1",,,,,,,,,POLYSPUN,0,"004-011","PP-2.5*20"""
327,69,"CARCASA DE FILTRO DE 4.5""*20"" DE 1-1/2""","607770","1",,,,,,,,,"PORTACARTUCHO AZUL # 20 BIG BLUE EN 1 1/2"", CON PURGADOR",0,"004-020",
328,46,"BASE FILTROS INOX 2.5"" * 3-10""",DSI-01,"1",,,,,,,,,"3-10"": 3 FILTROS DE 10"" INOXIDABLE",0,,
329,46,"BASE FILTROS INOX 2.5"" * 1-20""",DSI-02,"1",,,,,,,,,"1-20"":1 FILTRO DE 20"", DOSFILTROS 10"" INOXIDABLE",0,,
330,46,"BASE ACERO INOX FILTROS 2.5"" * 2-20"" 32*40.5",DSI-03,"1",,,,,,,,,"2-20"":2 FILTROS DE 20"", 1 FILTRO 10"" INOXIDABLE",0,,
331,55,BASE ACERO INOXIDABLE 67 X 37,BASE (TRIPIE),"1",,,,,,,,,"SOPORTE PARA BASE DE EQUIPO (TRIPIE) DE FILTROS, SE CONSIDERA FABRICACION DE SOPORTE PEGABLE CON DIMENSIONES 67 CM DE ALTO X 37 CM DE ANCHO TODO FABRICADO EN ACERO INOXIDABLE.",0,,
332,72,"BROCA 1/2"" METAL",METAL,"1",,,,,,,,,DE ALTA VELOCIDAD,0,,
333,72,"BROCA 1/8"" METAL","3MM","1",,,,,,,,,"",0,,
334,72,"BROCA 3/16"" METAL","5 MM","1",,,,,,,,,"",0,,
335,72,"BROCA 1/4"" METAL","6MM","1",,,,,,,,,"",0,,
336,72,"BROCA 3/16"" CONCRETO","3MM","1",,,,,,,,,"",0,,
337,72,"BROCA 1/4"" CONCRETO","6MM","1",,,,,,,,,"",0,,
338,72,"BROCA 3/8"" CONCRETO","9.5MM","1",,,,,,,,,"",0,,
339,72,"BROCA 1/16"" METAL",METAL,"1",,,,,,,,,"",0,,
340,72,"BROCA 5/64"" METAL",METAL,"1",,,,,,,,,"",0,,
341,72,"BROCA 3/32"" METAL",METAL,"1",,,,,,,,,"",0,,
342,72,"BROCA 7/64"" METAL",METAL,"1",,,,,,,,,"",0,,
343,72,"BROCA 9/64"" METAL",METAL,"1",,,,,,,,,"",0,,
344,72,"BROCA 5/32"" METAL",METAL,"1",,,,,,,,,"",0,,
345,72,"BROCA 11/64"" METAL",METAL,"1",,,,,,,,,"",0,,
346,72,"BROCA 13/64"" METAL",METAL,"1",,,,,,,,,"",0,,
347,72,"BROCA 7/32"" METAL",METAL,"1",,,,,,,,,"",0,,
348,72,"BROCA 5/16"" METAL",METAL,"1",,,,,,,,,"",0,,
349,16,"REDUCTOR CONECTOR RM 1-1/2"" A RH 1/2"" - PVC",UNION,"1",,,,,,,,,REDUCCION BUSHING 11/2X1/2,0,"001-101",
350,6,PIJA PARA TAQUETE # 8 DE 1-1/4,TPILA8X1H87,"1",,,,,,,,,"PIJA PARA LAMINA, # 8, 1-1/4"" ",0,,
351,72,"TAQUETE 1/4"" PLASTICO",TTAQ1/4PH87,"1",,,,,,,,,"TAQUETE DE 1/4"", DE PLASTICO",0,,
352,55,MENSULA REFORZADA 8*12 NEGRA,TMER12N,"1",,,,,,,,,"",0,,
353,4,CONECTOR DE CABLE TIPO U NEGRO CABLE 2mm HORQUILLA 3mm,SV2-3-black,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla TIPO U Y PVC, aislar casquillos, pala de bloque, SV1.25 SV2, 50 piezas
",0,,
354,4,CONECTOR DE CABLE TIPO O ROJO CABLE 2mm HORQUILLA 3.2mm,RV1.25-3.2,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla O Y PVC, aislar casquillos, pala de bloque, RV1.25-3.2, 100 piezas",0,"002-056",
355,4,CONECTOR DE CABLE TIPO U ROJO CABLE 1.25mm HORQUILLA 3mm,SV1.25-3-red,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla U Y PVC, aislar casquillos, pala de bloque, SV1.25 SV2, 50 piezas
https://es.aliexpress.com/item/1005005900608234.html?spm=a2g0o.order_detail.order",0,"002-075",
356,4,CONECTOR DE CABLE TIPO U NEGRO CABLE 1.25mm HORQUILLA 3mm,SV2-45 14-16,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla U Y PVC, aislar casquillos, pala de bloque, 2-45 14-16, 50 piezas
https://es.aliexpress.com/item/1005005900608234.html?spm=a2g0o.order_detail.order",0,"002-055",
357,4,CONECTOR DE CABLE TIPO U NEGRO CABLE 1.25mm HORQUILLA 4mm,SV1.25-4-black,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla U Y PVC, aislar casquillos, pala de bloque, SV1.25 SV2, 50 piezas
https://es.aliexpress.com/item/1005005900608234.html?spm=a2g0o.order_detail.order",0,,
358,4,CONECTOR DE CABLE TIPO U ROJO CABLE 1.25mm HORQUILLA 4mm,SV1.25-4-red,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla U Y PVC, aislar casquillos, pala de bloque, SV1.25 SV2, 50 piezas.
https://es.aliexpress.com/item/1005005900608234.html?spm=a2g0o.order_detail.orde",0,"002-054",
359,4,CONECTOR DE CABLE TIPO U ROJO CABLE 2mm HORQUILLA 4mm,SV2-4-red,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla U Y PVC, aislar casquillos, pala de bloque, SV1.25 SV2, 50 piezas.
https://es.aliexpress.com/item/1005005900608234.html?spm=a2g0o.order_detail.orde",0,,
360,4,CONECTOR DE CABLE TIPO U NEGRO CABLE 2mm HORQUILLA 4mm,SV2-4-black,"1",,,,,,,,,"Terminal de resorte de Cable tipo SV, Conector de crimpado de extremo de Cable de prensa en frío, horquilla U Y PVC, aislar casquillos, pala de bloque, SV1.25 SV2, 50 piezas.
https://es.aliexpress.com/item/1005005900608234.html?spm=a2g0o.order_detail.orde",0,,
361,6,"PIJA PUNTA DE BROCA DE 1"" CON RONDANA",TPIBR1R H87,"1",,,,,,,,,"",0,,
362,6,"PIJA PARA MINI BIG # 14, 3/4""",TPILA14XH87,"1",,,,,,,,,"PIJA PARA LAMINA, # 14, 3/4""",0,,
363,6,"PIJA PARA LAMINA # 14, 1""",TPILA14XH87,"1",,,,,,,,,"",0,,
364,57,"CONECTOR CM 1/4"" A RME 1/4"" - PLASTICO","2 VIAS (3)","1",,,,,,,,,"HDF-MC0404 CODIGO HIDROGREEN
https://es.aliexpress.com/item/32768868096.html?spm=a2g0o.order_detail.order_detail_item.4.60b739d39hyXTr&gatewayAdapt=glo2esp.
Accesorio de tubería recta de agua RO 1/4 3/8 OD, manguera 1/8 ""1/4"" 1/2 ""3/8"" BSP, rosca macho de",0,"001-064",
365,16,"CONECTOR CM 1/4"" A RM 3/8"" - LINEAL PLASTICO","2 VIAS","1",,,,,,,,,"HDF-MC0406 CODIGO HIDROGREEN
Accesorio de tubería recta de agua RO 1/4 3/8 OD, manguera 1/8 ""1/4"" 1/2 ""3/8"" BSP, rosca macho de plástico, Sistema de conector rápido, purifica el agua.
https://es.aliexpress.com/item/32768868096.html?spm=a2g0o.order_detail.",0,"001-066",
366,36,BASE SOPORTE LLAVE DE GANSO 16 CMS ALTO,IDM,"1",,,,,,,,,BASE ECHA EN 3D CON ALTURA DE 162 CMS SIRVE PARA TARJAS YA SEA DE CONCRETO O DE METAL,0,,
367,14,"TEE TO 1/2"" CPVC",GENERICO,"1",,,,,,,,,"",0,,
368,11,"VALVULA ESFERA 1/2"" - CPVC",GENERICO,"1",,,,,,,,,"",0,,
369,19,"CONECTOR CM 1/4"" A TO 1/4"" - PLASTICO","2 VIAS","1",,,,,,,,,"Conexión de manguera de ósmosis inversa 1/4 3/8, acoplamiento rápido 1/4, vástago en T recto L, junta de plástico para acuario de agua RO, accesorio de tubería.
https://es.aliexpress.com/item/32511233292.html?gps-id=pcStoreJustForYou&scm=100 7.23125.13735",0,"001-098",
370,73,BOTE PEGAMENTO 125 ML - CPVC,GENERICO,"9",,,,,,,,,"",0,,
371,57,"TUERCA UNION 3/4"" - CPVC",GENERICO,"1",,,,,,,,,"",0,,
372,57,"TUERCA UNION 1/2"" - CPVC",GENERICO,"1",,,,,,,,,"",0,,
373,4,CONECTOR DE CABLE TIPO U DESNUDO HORQUILLA 3.2mm,DJ4413-3.2A,"1",,,,,,,,,"https://es.aliexpress.com/item/1005003457597684.html?spm=a2g0o.order_detail.order_detail_item.4.338439d3ba0Itl&gatewayAdapt=glo2esp
Terminal de crimpado prensado en frío desnudo en forma de horquilla, Terminal en Y de 100mm, 3,2mm, 4,2mm, 5,2mm, 6,2mm, co",0,"002-032",
374,4,CONECTOR DE CABLE TIPO U DESNUDO HORQUILLA 4.2mm,DJ4413-4.2B,"1",,,,,,,,,"https://es.aliexpress.com/item/1005003457597684.html?spm=a2g0o.order_detail.order_detail_item.4.338439d3ba0Itl&gatewayAdapt=glo2esp
Terminal de crimpado prensado en frío desnudo en forma de horquilla, Terminal en Y de 100mm, 3,2mm, 4,2mm, 5,2mm, 6,2mm, co",0,,
375,74,FUNDA PROTECTORA DE PLASTICO CONECTOR ELECTRICO 2.8mm,GENERICO,"1",,,,,,,,,"Funda protectora de plástico enchufable, funda de terminal de enlace de 100 piezas, 2,8/4,8/6,3mm, tipo enchufable",0,"002-053",
376,19,"CONECTOR 2TO 1/4"" LINEAL - PLASTICO",PU 6.35mm Pipe,"1",,,,,,,,,"Conexión de manguera de ósmosis inversa 1/4 3/8, acoplamiento rápido 1/4, vástago en T recto L, junta de plástico para acuario de agua RO, accesorio de tubería",0,"001-055",
377,19,"TEE 3TO 1/4"" - PLASTICO","3 VIAS","1",,,,,,,,,"",0,"001-056",
378,9,CABLE CORDON POT 2*16,TCDU1650H87,"3",,,,,,,,,CORDON DUPLEX,0,"002-067",
379,75,LIJA PLOMERO GRANO 120,TLIPL120H872*45,"3",,,,,,,,,"",0,,
380,55,CINTA TEFLON 3/4,TCTF3/4XH87,"3",,,,,,,,,"13 METROS, CINTA DE TEFLON 3/4",0,,
381,55,"CINTA TEFLON 1""",TCTF1X13H87,"3",,,,,,,,,"13 METROS, CINTA DE TEFLON 1",0,,
382,55,"CINTA TEFLON 1/2"" 13M USO INDUSTRIAL",TCTF1/2 H87,"3",,,,,,,,,"13 METROS, CINTA DE TEFLON 1/2",0,,
383,73,BOTE PEGAMENTO 90 ML - CPVC,TPCPVC90H87,"1",,,,,,,,,"",0,,
384,11,"VALVULA ESFERA 3/4"" - CPVC",TPCPVC462H87,"1",,,,,,,,,"",0,,
385,55,"CONECTOR TO 1/2"" - LINEAL - CPVC",CONECTOR LINEAL,"1",,,,,,,,,COPLE DE CPVC,0,,
386,55,"CONECTOR TO 3/4"" - LINEAL - CPVC",CONECTOR LINEAL,"1",,,,,,,,,COPLE DE CPVC,0,,
387,55,"CONECTOR TO 3/4"" A TO 1/2"" - CPVC",CONECTOR LINEAL,"1",,,,,,,,,"REDUCCION BUSHING
CONECTOR TO 3/4"" A TO 1/2"" - CPVC",0,,
388,14,"TEE TO 3/4"" - CPVC",GENERICO,"1",,,,,,,,,"",0,,
389,18,"CODO 45° TO 1/2"" - CPVC",GENERICO,"1",,,,,,,,,CODETE,0,,
390,18,"CODO 45° TO 3/4"" - CPVC",GENERICO,"1",,,,,,,,,CODETE,0,,
391,35,"ABRAZADERA TIPO U 3/4"" - CPVC",GENERICO,"1",,,,,,,,,"",0,,
392,35,"ABRAZADERA TIPO U 1/2"" - CPVC",GENERICO,"1",,,,,,,,,"",0,,
393,76,"CONECTOR RM 1/2"" A TO 1/2"" - CPVC",CONECTOR LINEAL,"1",,,,,,,,,ADAPTADOR HEMBRA DE CPVC,0,,
394,76,"CONECTOR RM 3/4"" A TO 3/4"" - CPVC",CONECTOR LINEAL,"1",,,,,,,,,ADAPTADOR HEMBRA CPVC,0,,
395,76,"CONECTOR RH 1/2"" A TO 1/2"" - CPVC",CONECTOR LINEAL,"1",,,,,,,,,"",0,,
396,18,"CODO 2TO 1/4"" - PLASTICO",CODO,"1",,,,,,,,,https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.13.13d2194dwJkf3x&orderId=8182530218585926,0,"001-011",
397,14,"TEE 2CM LINEAL 1/4"" A TO 1/4"" - PLASTICO",TEE,"1",,,,,,,,,"",0,"001-030",
398,18,"CODO CM 1/4"" A TO 3/8"" - PLASTICO",HDF-PE0604,"1",,,,,,,,,"HDF-PE0604 CODIGO HIDROGREEN
https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.13.13d2194dwJkf3x&orderId=8182530218585926",0,"001-014",
399,14,"TEE 2CM 3/8"" A TO 3/8"" LINEAL - PLASTICO",TEE,"1",,,,,,,,,https://www.aliexpress.com/p/order/detail.html?spm=a2g0o.order_list.order_list_main.13.13d2194dwJkf3x&orderId=8182530218585926,0,"001-028",
400,19,"CONECTOR CM 3/8"" A RM 1/4"" - PLASTICO",HDF-MC0604,"1",,,,,,,,,HDF-MC0604 MODEL O HIDROGREEN,0,"001-059",
401,19,"CONECTOR CM 3/8"" A RM 3/8"" - PLASTICO",HDF-MC0606,"1",,,,,,,,,HDF-MC0606 MODELO HIDROGREEN,0,"001-065",
402,66,SAL 20 KILOS 1 SACO -  PELLETS,PELLETS,"1",,,,,,,,,"",0,"011-006",
403,55,"BOLSA DE MALLA DE NAILON 500 MESH 25 MICRON, 30 x 45 cm","500 Mesh 25 Micron, 30 x 45 cm","1",,,,,,,,,"",0,,
404,55,"BOLSA DE MALLA DE NAILON 500 MESH 25 MICRON, 40 x 60 cm","500 MESH 25 MICRON, 40 x 60 cm","1",,,,,,,,,"",0,,
405,64,"BOLSA DE MALLA DE NAILON 500 MESH 25 MICRON, 20 x 30 cm","500 MESH 25 MICRON, 20 x 30 cm","1",,,,,,,,,"",0,,
406,55,"BOLSA DE MALLA DE NAILON 500 MESH 25 MICRON, 15 x 20 cm","500 MESH 25 MICRON, 15 x 20 cm","1",,,,,,,,,"",0,,
407,19,"CONECTOR CM 1/4"" A RM 1/8"" - LINEAL PLASTICO","1042","1",,,,,,,,,https://es.aliexpress.com/item/1005004256460289.html?spm=a2g0o.order_detail.order_detail_item.4.432739d3jBUrD6&gatewayAdapt=glo2esp,0,"001-063",
408,12,BOMBA DE AGUA 1200 GDP 24 VDC ,"1200GDP","1",,,,,,,,,"Bomba de refuerzo 1200 gpd + adaptador de corriente, membrana RO, sistema de ósmosis inversa, piezas de purificador de agua para cocina",0,"003-005",
409,66,"SUAVIZADOR 9"" X 48"" VALVULA 604 TIMER DIGITAL MEDIDOR","631052 - 1 PIE","1",,,,,,,,,NOVEM,0,"011-003",
410,13,TANQUE PRESURIZADO CHALLENGER 33.4 GAL VERTICAL,PC-122,"1",,,,,,,,,TANQUE DE ALMACENAMIENTO DE AGUIA - NOVEM,0,"007-004",
411,13,TANQUE PRESURIZADO FLEXILITE 22 GAL VERTICAL - 83.28 LITROS,FL-7,"1",,,,,,,,,"75 LITROS",0,"007-002",
412,55,"INTERRUPTOR DE PRESION AQUEX 20-40 PSI CONEXIÓN 1/4""H",MPS20-40,"1",,,,,,,,,SUAVIZADOR,0,"011-004",
413,55,"MANOMETRO AQUEX 0-100 PSI CONEXIÓN 1/4"" M INTERIOR GLICERINA",PGL100,"1",,,,,,,,,SUAVIZADOR,0,"011-005",
414,55,"VALVULA DE ALIVIO DE PRESION A 75 PSI1/2""",PRV50,"1",,,,,,,,,SUAVIZADOR,0,,
415,10,"FILTRO DE CARTUCHO CARBON ACT. GAC 20X 2.5""","601541","1",,,,,,,,,"CARTUCHO CARBON ACT. GAC 20X 2.5""
RELLENABLE GAC-20NR",0,"004-002",
416,10,"FILTRO DE CARTUCHO CARBON ACT. GAC 10X2.5""","601540","1",,,,,,,,,"CARTUCHO CARBON ACT. GAC 10X 2.5""",0,"004-006",
417,55,"BOLSA POLIPROPILENO 10"" 5 MICRA, BP-410-5","607152","1",,,,,,,,,"COLADOR, COLAR RESINA",0,,
418,55,"BOLSA POLIPROPILENO 20"" 5 MICRAS","607146","1",,,,,,,,,"COLADOR, COLAR, RESINA",0,,
419,55,CARBON ACTIVADO VEGETAL,"601151","2",,,,,,,,,CARBON ACTIVADO VEGETAL 12X30 ( 1PIE3 ) VIENE EN SACOS DE 12.47379 KILOS,0,"004-058",
420,77,RESINA CATIONICA AQUEX,"601196","7",,,,,,,,,RESINA CATIONICA AQUEX PIE3 SACOS DE 21 KILOS,0,"014-002",
421,55,BALERO TIM6203-2RSC3,"6203","1",,,,,,,,,RODAMIENTO UNIDAD MEDIDA SAT H87 CLAVE SAT 31171500,0,,
422,55,"MENSULA REFORZADA 13 X 20"" NEGRA",TMER20N,"1",,,,,,,,,"",0,,
423,55,"TEE 3RH 1/2"" PVC",VDTRI3,"1",,,,,,,,,"TEE RH 1/2"" CPVC, ",0,,
424,55,"NIPLE CORRIDO 1/2"" PVC",VNCN-1,"1",,,,,,,,,"CONECTOR 2RM 1/2"" CPVC",0,,
425,11,"VALVULA ESFERA CM 3/8"" A RH 1/2"" A RM 1/2"" - LATON","3 VIAS (2)","1",,,,,,,,,"Válvula de bola tipo T de entrada de filtro de agua RO, piezas de montaje de latón de plástico y Metal, rosca macho hembra, interruptor de Control de conector rápido",0,"001-035",
426,11,"VALVULA ESFERA CM 1/4"" A RH 1/2"" A RM 1/2"" - LATON","3 VIAS (1)","1",,,,,,,,,"Válvula de bola tipo T de entrada de filtro de agua RO, piezas de montaje de latón de plástico y Metal, rosca macho hembra, interruptor de Control de conector rápido",0,"001-036",
427,72,BROCA ESCALONADA 12Z 3/8,TES12,"1",,,,,,,,,"",0,,
428,55,CONTROL AUTOMATICO DE PRESION,AQPC-13A,"1",,,,,,,,,KIT DE PRESION PRES10,0,"011-001",
429,6,PIJA PARA TAQUETE # 10 DE 1-1/4,TPILA10XH874,"1",,,,,,,,,"PIJA PARA LAMINA, # 10, 1-1/4""",0,,
430,6,"PIJA CARCASA SIN CALCE 2.5*10 # 8, 5/8""",TPILA8X5H87,"1",,,,,,,,,"PIJA PARA LAMINA #8, 5/8""",0,,
431,6,"PIJA CARCASA CON CALCE 2.5*10 # 8, 1""",TPILA8X1H87,"1",,,,,,,,,"PIJA PARA LAMINA #8 , 1"" PIJA PARA LAMINA, #8 , 1""",0,,
432,6,"TORNILLO BIG BLUE 5/16X1"" CABEZA HEXAGONAL",TTORM5/1H87,"1",,,,,,,,,"TORNILLO ACERO GALVANIZADO TIPO MAQUINA5/16X1""",0,,
433,12,BOMBA DE AGUA 800 GDP 24 VDC,BP-01 800G,"1",,,,,,,,,BOMBA BP-01 800G P/OSMOSIS SNOW BAR,0,"003-004",
434,10,"FILTRO RESINA RELLENABLE TRANSPARENTE 2.5*20"" CON CARBON ACTIVADO","607071","1",,,,,,,,,CARTUCHO RELLENABLE 2.5*20 PLG TRANSPARENTE CON CARBON ACTIVADO,0,"004-017",
435,8,"MANGUERA 1/4"" AMARILLA - PE","608275","3",,,,,,,,,"ROLLO DE MANGUERA 1/4"" AMARILLO ( 300MTS)",0,"008-003",
436,6,TORNILLO BOTON ALLEN INOX METRICA M3X35,M3X35,"1",,,,,,,,,"Tornillo redondo de acero inoxidable o negro, Perno Allen de cabeza hexagonal de grado 304, 5-50 piezas, ISO7380, M2, M2.5, M3, M4, M5, M8, 10,9, A2",0,,
437,6,TORNILLO BOTON ALLEN INOX METRICA M3X40,M3X40,"1",,,,,,,,,"",0,,
